latitude,longitude,url,Name,Beds,Visitors,Bathrooms,Bedrooms,Amenities,PricePerNight,Total_Price,#_of_Amenities,Views
38.2014,20.3887,https://www.airbnb.gr/rooms/22496799?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Matina 's Guesthouse,3,4,1,0,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Ανιχνευτής καπνού', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι', 'Πίσω αυλή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπονται κατοικίδια', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται', 'Διατίθενται υπηρεσίες καθαρισμού κατά τη διάρκεια της διαμονής']",95,946,25,2
38.1137,20.6337,https://www.airbnb.gr/rooms/840991137705309273?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Angela μερική θέα στη θάλασσα 3,2,2,1,0,"['Θέα στη θάλασσα', 'Θέα στο βουνό', 'Είδη πρώτης ανάγκης', 'Κλινοσκεπάσματα', 'Τηλεόραση', 'Κλιματισμός', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Κουζίνα', 'Βραστήρας', 'Πρόσβαση σε παραλία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι', 'Δωρεάν πάρκινγκ στον δρόμο']",94,940,17,2
38.44153,20.69739,https://www.airbnb.gr/rooms/18694257?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,GR-10.Kioni!Στούντιο με εκπληκτική βεράντα &amp; θέα στη θάλασσα,2,2,1,0,"['Θέα στον κόλπο', 'Θέα σε παραλία', 'Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα σε λιμάνι', 'Θέα σε μαρίνα', 'Θέα στο βουνό', 'Θέα στη θάλασσα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Τηλεόραση', 'Ανεμιστήρας οροφής', 'Θέρμανση', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Βραστήρας', 'Καφετιέρα', 'Μπροστά στο νερό', 'Πρόσβαση σε παραλία – Μπροστά σε παραλία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Κοινόχρηστη παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",94,940,37,8
38.2189,20.6466,https://www.airbnb.gr/rooms/26276088?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο Lemon Tree,2,3,1,1,"['Θέα στον κήπο', 'Θέα σε αυλή', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα και συρταριέρα', 'HDTV 32"" με Netflix', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Ιδιωτική είσοδος', 'Πίσω αυλή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Ο οικοδεσπότης σας υποδέχεται']",89,881,27,2
38.53464,21.08022,https://www.airbnb.gr/rooms/25899216?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,"Οικογενειακό διαμέρισμα, Yard&amp;Garden ❤ στην πόλη",3,5,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κτίριο: Με χρέωση', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων', 'Τηλεόραση', 'Βιβλία και αναγνωστικό υλικό', 'Πάρκο/κούνια ταξιδιού - διατίθεται κατόπιν αιτήματος', 'Παιδικά βιβλία και παιχνίδια για ηλικίες 10 ετών και άνω', 'Καρεκλάκι μωρού με παιδικό κάθισμα - διατίθεται κατόπιν αιτήματος', 'Συστάσεις για νταντά', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Φορητοί ανεμιστήρες', 'Θέρμανση - Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Ποτήρια κρασιού', 'Ταψί', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Κοινόχρηστη παροχή', 'Κοινόχρηστη πίσω αυλή – Με πλήρη περίφραξη', 'Αιώρα', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",89,881,45,2
38.2301,20.4738,https://www.airbnb.gr/rooms/25532862?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Διαμέρισμα Farsa Kefalonia-Chariclias με θέα στη θάλασσαHouse,3,4,1,1,"['Θέα στον κόλπο', 'Θέα στη θάλασσα', 'Θέα στον κήπο', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Σίδερο', 'Απλώστρα ρούχων', 'Κουνουπιέρα', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Καλύμματα για πρίζες', 'Κεντρικός κλιματισμός', 'Ανεμιστήρας οροφής', 'Φορητό θερμαντικό σώμα', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Ηλεκτρική εστία', 'Φούρνος από ανοξείδωτο ατσάλι', 'Ταψί', 'Τραπεζαρία', 'Μπροστά στο νερό', 'Πρόσβαση σε παραλία – Μπροστά σε παραλία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Πίσω αυλή – Με πλήρη περίφραξη', 'Δωρεάν πάρκινγκ στην ιδιοκτησία – 1 θέση', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",89,881,36,3
38.1237,20.5394,https://www.airbnb.gr/rooms/19394648?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,"Στούντιο Kộli στο ισόγειο της Κεφαλονιάς, χώρος στάθμευσης σε πισίνα",2,3,1,0,"['Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε πισίνα', 'Θέα σε αμπελώνες', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Μαλακτικό', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κτίριο: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'HDTV 32""', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Παιδικά βιβλία και παιχνίδια', 'Καρεκλάκι μωρού', 'Κλιματισμός', 'Ανεμιστήρας οροφής', 'Φορητοί ανεμιστήρες', 'Θέρμανση', 'Ανιχνευτής καπνού', 'Ανιχνευτής μονοξειδίου του άνθρακα', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Ηλεκτρική εστία', 'Μονός φούρνος', 'Βραστήρας', 'Καφετιέρα: κλασική καφετιέρα φίλτρου, μηχανή για εσπρέσο', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Μίξερ', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Ποδήλατα', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πισίνα: κοινόχρηστη παροχή σε εξωτερικό χώρο', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Προσωπικό κτηρίου', 'Ο οικοδεσπότης σας υποδέχεται']",83,823,65,4
38.4655,20.5489,https://www.airbnb.gr/rooms/15130834?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Γραφικό παραδοσιακό εξοχικό σπίτι του 17ου αιώνα,4,6,1,2,"['Θέα στον κόλπο', 'Θέα στον κήπο', 'Θέα σε ωκεανό', 'Μπανιέρα', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κτίριο: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'HDTV με Κλασική καλωδιακή τηλεόραση', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Θέρμανση', 'Ανιχνευτής καπνού', 'Ανιχνευτής μονοξειδίου του άνθρακα', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Κουζίνα', 'Φούρνος', 'Καφετιέρα', 'Ταψί', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Μονώροφο σπίτι', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Κουτί φύλαξης κλειδιών']",83,823,40,3
38.1137,20.6337,https://www.airbnb.gr/rooms/840991137705309273?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Angela μερική θέα στη θάλασσα 3,2,2,1,0,"['Θέα στη θάλασσα', 'Θέα στο βουνό', 'Είδη πρώτης ανάγκης', 'Κλινοσκεπάσματα', 'Τηλεόραση', 'Κλιματισμός', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Κουζίνα', 'Βραστήρας', 'Πρόσβαση σε παραλία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι', 'Δωρεάν πάρκινγκ στον δρόμο']",83,823,17,2
38.1024,20.5705,https://www.airbnb.gr/rooms/6819916?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Polymnia Studio - 200m from beach,2,2,1,1,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Σίδερο', 'Απλώστρα ρούχων', 'Θησαυροφυλάκιο', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα και συρταριέρα', 'HDTV', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Καρεκλάκι μωρού', 'Κλιματιστικό παραθύρου', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ηλεκτρική εστία', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα', 'Ποτήρια κρασιού', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Τραπεζαρία', 'Πρόσβαση σε παραλία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι', 'Κοινόχρηστη πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Προσωπικό κτηρίου']",82,811,50,2
38.2278,20.5122,https://www.airbnb.gr/rooms/31258855?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Άνετο Οικογενειακό Διαμέρισμα Δήμητρας,4,5,1,2,"['Θέα στο βουνό', 'Θέα στη θάλασσα', 'Μπανιέρα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Καλύμματα για πρίζες', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Ταψί', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ο οικοδεσπότης σας υποδέχεται']",80,799,36,2
38.3025,20.595,https://www.airbnb.gr/rooms/8776389?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,𝐀𝐥𝐞𝐱𝐚𝐭𝐨𝐬 Studios❤️Traditional &amp; On Budget,2,2,5,1,"['Θέα στον ορίζοντα της πόλης', 'Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα σε πάρκο', 'Θέα σε κοιλάδα', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων', 'Στεγνωτήριο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'HDTV 32""', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Καρεκλάκι μωρού', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Θέρμανση', 'Πυροσβεστήρας', 'Κλειδαριά στην πόρτα του υπνοδωματίου', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ηλεκτρική εστία από ανοξείδωτο ατσάλι', 'Φούρνος', 'Καφετιέρα', 'Πρόσβαση σε παραλία – Μπροστά σε παραλία', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Πίσω αυλή', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Είδη παραλίας', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ιδιωτικό σαλόνι', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Προσωπικό κτηρίου']",80,793,49,5
38.1101,20.5606,https://www.airbnb.gr/rooms/10031317?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Διαμερίσματα Φίλιππος (Διαμέρισμα 2),2,2,1,1,"['Θέα σε ωκεανό', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Σύνδεση ethernet', 'Βιβλία και αναγνωστικό υλικό', 'Κλιματισμός', 'Κάμερες ασφαλείας στην ιδιοκτησία', 'Κλειδαριά στην πόρτα του υπνοδωματίου', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Καταψύκτης', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα', 'Φρυγανιέρα', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ιδιωτικό σαλόνι', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Κλειδαριά με πληκτρολόγιο']",80,793,45,2
38.16652,20.57661,https://www.airbnb.gr/rooms/49072789?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,San Gerasimo (Amazing View),2,3,1,0,"['Θέα στο βουνό', 'Θέα σε κοιλάδα', 'Θέα σε αμπελώνες', 'Θέα στον ορίζοντα της πόλης', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Μαλακτικό', 'Αφρόλουτρο/σαπούνι σώματος', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων', 'HDTV', 'Ηχοσύστημα', 'Ανεμιστήρας οροφής', 'Φορητοί ανεμιστήρες', 'Ανιχνευτής καπνού', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Κουζίνα', 'Φούρνος', 'Ποτήρια κρασιού', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Αίθριο ή μπαλκόνι', 'Πίσω αυλή', 'Ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",80,791,43,4
38.53464,21.08022,https://www.airbnb.gr/rooms/25899216?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,"Οικογενειακό διαμέρισμα, Yard&amp;Garden ❤ στην πόλη",3,5,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κτίριο: Με χρέωση', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων', 'Τηλεόραση', 'Βιβλία και αναγνωστικό υλικό', 'Πάρκο/κούνια ταξιδιού - διατίθεται κατόπιν αιτήματος', 'Παιδικά βιβλία και παιχνίδια για ηλικίες 10 ετών και άνω', 'Καρεκλάκι μωρού με παιδικό κάθισμα - διατίθεται κατόπιν αιτήματος', 'Συστάσεις για νταντά', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Φορητοί ανεμιστήρες', 'Θέρμανση - Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Πυροσβεστήρας', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Ποτήρια κρασιού', 'Ταψί', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Κοινόχρηστη παροχή', 'Κοινόχρηστη πίσω αυλή – Με πλήρη περίφραξη', 'Αιώρα', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",79,789,45,2
38.33007,20.54816,https://www.airbnb.gr/rooms/17690283?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,ΔΙΒΑΡΗΣ ΧΑΡΑΛΑΜΠΟΣ 4,2,2,1,1,"['Θέα σε αυλή', 'Θέα στο βουνό', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Τηλεόραση 19"": Κλασική καλωδιακή τηλεόραση', 'Ανεμιστήρας οροφής', 'Πυροσβεστήρας', 'Κλειδαριά στην πόρτα του υπνοδωματίου', 'Wifi', 'Κουζίνα', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Κουζίνα', 'Βραστήρας', 'Καφετιέρα', 'Πρόσβαση σε παραλία', 'Ιδιωτική είσοδος', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",76,757,28,2
