latitude,longitude,url,Name,Beds,Visitors,Bathrooms,Bedrooms,Amenities,PricePerNight,Total_Price,#_of_Amenities,Views
38.1138,20.6348,https://www.airbnb.gr/rooms/633096559786748784?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο παραλίας Lourdas Waterside,2,3,1,0,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε πισίνα', 'Θέα στη θάλασσα', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Τηλεόραση', 'Βρεφική κούνια', 'Καρεκλάκι μωρού', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Ηλεκτρική εστία', 'Βραστήρας', 'Τραπεζαρία', 'Πρόσβαση σε παραλία', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Πίσω αυλή', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πισίνα: κοινόχρηστη παροχή', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",76,752,36,5
38.2189,20.6466,https://www.airbnb.gr/rooms/26276088?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο Lemon Tree,2,3,1,1,"['Θέα στον κήπο', 'Θέα σε αυλή', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα και συρταριέρα', 'HDTV 32"" με Netflix', 'Κλιματιστικό με δύο μονάδες χωρίς αεραγωγό', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Ιδιωτική είσοδος', 'Πίσω αυλή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Ο οικοδεσπότης σας υποδέχεται']",76,752,27,2
38.1207,20.5182,https://www.airbnb.gr/rooms/36890597?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο της Joya,3,2,1,1,"['Θέα σε αυλή', 'Θέα στο βουνό', 'Θέα στη θάλασσα', 'Θέα σε αμπελώνες', 'Σαμπουάν', 'Μαλακτικό', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Κουρτίνες συσκότισης', 'Απλώστρα ρούχων', 'Τηλεόραση', 'Κλιματισμός', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Βραστήρας', 'Καφετιέρα', 'Φρυγανιέρα', 'Καφές', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Πίσω αυλή', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",73,729,36,4
38.1194,20.6304,https://www.airbnb.gr/rooms/26053801?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Λουρδάς Studio Marinos με υπέροχη θέα,2,2,1,0,"['Θέα στον κόλπο', 'Θέα στο βουνό', 'Θέα στη θάλασσα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'HDTV 32""', 'Κεντρικός κλιματισμός', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Επαγωγική εστία', 'Βραστήρας', 'Καφετιέρα: κλασική καφετιέρα φίλτρου', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Καφές', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",73,723,41,3
38.13146,20.54971,https://www.airbnb.gr/rooms/19050186?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο για κεράσια,2,3,1,1,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Σαμπουάν', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Κεντρικός κλιματισμός', 'Θέρμανση', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Φούρνος', 'Καφετιέρα', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Ηλεκτρονική κλειδαριά']",72,717,31,2
38.1134,20.6352,https://www.airbnb.gr/rooms/636699966405693758?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Στούντιο παραλίας Lourdas με πισίνα. Κεφαλονιά Ελλάδα,2,3,1,0,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε πισίνα', 'Θέα στη θάλασσα', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Χώρος αποθήκευσης ρούχων', 'Τηλεόραση', 'Βρεφική κούνια', 'Καρεκλάκι μωρού', 'Κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Ηλεκτρική εστία', 'Βραστήρας', 'Τραπεζαρία', 'Πρόσβαση σε παραλία', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πισίνα: κοινόχρηστη παροχή', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας']",68,678,37,5
38.33194,20.54908,https://www.airbnb.gr/rooms/14224919?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,ΔΙΒΑΡΗΣ ΧΑΡΑΛΜΠΟΣ 7,2,2,1,1,"['Θέα σε αυλή', 'Θέα στο βουνό', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Απλώστρα ρούχων', 'Τηλεόραση 19"": Κλασική καλωδιακή τηλεόραση', 'Ανεμιστήρας οροφής', 'Πυροσβεστήρας', 'Κλειδαριά στην πόρτα του υπνοδωματίου', 'Wifi', 'Κουζίνα', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Βραστήρας', 'Καφετιέρα', 'Πρόσβαση σε παραλία', 'Ιδιωτική είσοδος', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Χωρίς πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",67,670,29,2
38.22242,20.61837,https://www.airbnb.gr/rooms/25988883?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,"<meta content='Βίλλα ""Moment"" Σάμη-Χαλιωτάτα' itemprop=""name""/>",3,2,1,1,"['Θέα στον κόλπο', 'Θέα σε παραλία', 'Θέα στον ορίζοντα της πόλης', 'Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα σε λιμάνι', 'Θέα σε μαρίνα', 'Θέα στο βουνό', 'Θέα σε ωκεανό', 'Θέα στη θάλασσα', 'Θέα σε κοιλάδα', 'Θέα σε αμπελώνες', 'Μπανιέρα', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Μαλακτικό', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Σίδερο', 'Απλώστρα ρούχων', 'Κουνουπιέρα', 'Χώρος αποθήκευσης ρούχων: συρταριέρα', 'HDTV 32"" με Κλασική καλωδιακή τηλεόραση', 'Ηχοσύστημα με Bluetooth', 'Βιβλία και αναγνωστικό υλικό', 'Κεντρικός κλιματισμός', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Καταψύκτης', 'Ηλεκτρική εστία', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: καφετιέρα Keurig, Nespresso, καφετιέρα ""pour-over""', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Τραπεζαρία', 'Πρόσβαση σε παραλία: Δημόσιο ή κοινόχρηστο', 'Ιδιωτική είσοδος', 'Πρόσβαση σε θέρετρο επί πληρωμή', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Είδη παραλίας', 'Δωρεάν πάρκινγκ σε ιδιωτικό δρόμο στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ιδιωτικό τζακούζι - διατίθεται όλο τον χρόνο, διατίθεται 24 ώρες το 24-ωρο', 'Μονώροφο σπίτι', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Check-in χωρίς παρουσία οικοδεσπότη', 'Ο οικοδεσπότης σας υποδέχεται', 'Κουτί φύλαξης κλειδιών']",67,670,71,12
38.25283,20.39477,https://www.airbnb.gr/rooms/51457296?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Βίλα Aiolia,3,4,5,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε ωκεανό', 'Θέα στον κόλπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Στεγνωτήριο – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Πάρκο/κούνια ταξιδιού - διατίθεται κατόπιν αιτήματος', 'Ανεξάρτητο καρεκλάκι μωρού - διατίθεται κατόπιν αιτήματος', 'Κλιματισμός', 'Φορητοί ανεμιστήρες', 'Φορητό θερμαντικό σώμα', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Πλυντήριο πιάτων', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: κλασική καφετιέρα φίλτρου', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Καφές', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Πλυντήριο αυτοεξυπηρέτησης σε κοντινή απόσταση', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ιδιωτική ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",66,652,57,5
38.11487,20.51496,https://www.airbnb.gr/rooms/20253812?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Βίλες 5 αστέρων 1,4,4,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα σε πισίνα', 'Πιστολάκι μαλλιών', 'Ζεστό νερό', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Τηλεόραση', 'Κλιματισμός', 'Εσωτερικό τζάκι: με ξύλα', 'Θέρμανση', 'Κάμερες ασφαλείας στην ιδιοκτησία', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Πιάτα και μαχαιροπίρουνα', 'Καφετιέρα', 'Ιδιωτική είσοδος', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Πισίνα', 'Ο οικοδεσπότης σας υποδέχεται']",65,646,30,3
38.3015,20.4905,https://www.airbnb.gr/rooms/27519499?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Το σπίτι της Σοφίας στον Αγκώνα Κεφαλονιάς.,2,3,1,0,"['Θέα στον κόλπο', 'Θέα στο βουνό', 'Πιστολάκι μαλλιών', 'Ζεστό νερό', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Σίδερο', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Βρεφική κούνια - διατίθεται κατόπιν αιτήματος', 'Καρεκλάκι μωρού', 'Κλιματισμός', 'Θέρμανση', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Ηλεκτρική εστία', 'Φούρνος', 'Καφετιέρα', 'Ποτήρια κρασιού', 'Ταψί', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Πίσω αυλή', 'Υπαίθρια τραπεζαρία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",59,588,32,2
38.25283,20.39477,https://www.airbnb.gr/rooms/51457296?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Βίλα Aiolia,3,4,5,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Θέα στο βουνό', 'Θέα σε ωκεανό', 'Θέα στον κόλπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ντους εξωτερικού χώρου', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Στεγνωτήριο – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Πάρκο/κούνια ταξιδιού - διατίθεται κατόπιν αιτήματος', 'Ανεξάρτητο καρεκλάκι μωρού - διατίθεται κατόπιν αιτήματος', 'Κλιματισμός', 'Φορητοί ανεμιστήρες', 'Φορητό θερμαντικό σώμα', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Πλυντήριο πιάτων', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: κλασική καφετιέρα φίλτρου', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Καφές', 'Τραπεζαρία', 'Ιδιωτική είσοδος', 'Πλυντήριο αυτοεξυπηρέτησης σε κοντινή απόσταση', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ιδιωτική ψησταριά μπάρμπεκιου', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Δωρεάν πάρκινγκ στον δρόμο', 'Μονώροφο σπίτι', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",59,582,57,5
38.27343,20.56723,https://www.airbnb.gr/rooms/839688551730139470?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Off-the-Grid Stone Cottage,3,2,1,1,"['Θέα στον κόλπο', 'Θέα στο βουνό', 'Θέα στη θάλασσα', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Αφρόλουτρο/σαπούνι σώματος', 'Ζεστό νερό', 'Αφρόλουτρο', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Κουρτίνες συσκότισης', 'Απλώστρα ρούχων', 'Χώρος αποθήκευσης ρούχων: γκαρνταρόμπα', 'Τηλεόραση', 'Βιβλία και αναγνωστικό υλικό', 'Ανιχνευτής καπνού', 'Ανιχνευτής μονοξειδίου του άνθρακα', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Κουζίνα', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Ψυγειάκι', 'Εστία υγραερίου', 'Φούρνος', 'Ποτήρια κρασιού', 'Ταψί', 'Μαγειρικά σκεύη για μπάρμπεκιου', 'Καφές', 'Ιδιωτική είσοδος', 'Ιδιωτική πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Υπαίθρια τραπεζαρία', 'Ψησταριά μπάρμπεκιου: αερίου', 'Ξαπλώστρες', 'Δωρεάν πάρκινγκ στην ιδιοκτησία', 'Μονώροφο σπίτι', 'Επιτρέπονται κατοικίδια', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Διατίθενται υπηρεσίες καθαρισμού κατά τη διάρκεια της διαμονής']",55,541,43,3
38.18602,20.4842,https://www.airbnb.gr/rooms/2467405?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Άνετο διαμέρισμα δύο υπνοδωματίων - Αργοστόλι,3,4,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Κουνουπιέρα', 'Χώρος αποθήκευσης ρούχων', 'Σύνδεση ethernet', 'HDTV', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Παιδικά βιβλία και παιχνίδια', 'Καρεκλάκι μωρού', 'Βρεφικό μπάνιο', 'Κάγκελα παραθύρου', 'Κλιματισμός', 'Φορητοί ανεμιστήρες', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: Nespresso, καφετιέρα ""pour-over""', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Τραπεζαρία', 'Μπροστά στο νερό', 'Πρόσβαση σε παραλία – Μπροστά σε παραλία', 'Με πρόσβαση στη λίμνη', 'Ιδιωτική είσοδος', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ασανσέρ', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",53,529,59,2
38.18602,20.4842,https://www.airbnb.gr/rooms/2467405?adults=2&check_in=2023-07-20&check_out=2023-07-30&previous_page_section_name=1000,Άνετο διαμέρισμα δύο υπνοδωματίων - Αργοστόλι,3,4,1,2,"['Θέα σε αυλή', 'Θέα στον κήπο', 'Πιστολάκι μαλλιών', 'Προϊόντα καθαρισμού', 'Σαμπουάν', 'Ζεστό νερό', 'Αφρόλουτρο', 'Πλυντήριο ρούχων – στο κατάλυμα: Δωρεάν', 'Είδη πρώτης ανάγκης', 'Κρεμάστρες', 'Κλινοσκεπάσματα', 'Επιπλέον μαξιλάρια και κουβέρτες', 'Σίδερο', 'Απλώστρα ρούχων', 'Κουνουπιέρα', 'Χώρος αποθήκευσης ρούχων', 'Σύνδεση ethernet', 'HDTV', 'Βρεφική κούνια', 'Πάρκο/κούνια ταξιδιού', 'Παιδικά βιβλία και παιχνίδια', 'Καρεκλάκι μωρού', 'Βρεφικό μπάνιο', 'Κάγκελα παραθύρου', 'Κλιματισμός', 'Φορητοί ανεμιστήρες', 'Θέρμανση', 'Πυροσβεστήρας', 'Κουτί πρώτων βοηθειών', 'Wifi', 'Ειδικός χώρος εργασίας', 'Κουζίνα', 'Ψυγείο', 'Φούρνος μικροκυμάτων', 'Μαγειρικά είδη', 'Πιάτα και μαχαιροπίρουνα', 'Κουζίνα', 'Φούρνος', 'Βραστήρας', 'Καφετιέρα: Nespresso, καφετιέρα ""pour-over""', 'Ποτήρια κρασιού', 'Φρυγανιέρα', 'Ταψί', 'Τραπεζαρία', 'Μπροστά στο νερό', 'Πρόσβαση σε παραλία – Μπροστά σε παραλία', 'Με πρόσβαση στη λίμνη', 'Ιδιωτική είσοδος', 'Πρόσβαση σε θέρετρο', 'Αίθριο ή μπαλκόνι: Ιδιωτική παροχή', 'Κοινόχρηστη πίσω αυλή – Με πλήρη περίφραξη', 'Έπιπλα εξωτερικού χώρου', 'Δωρεάν πάρκινγκ στον δρόμο', 'Ασανσέρ', 'Μονώροφο σπίτι', 'Επιτρέπεται αποθήκευση αποσκευών', 'Επιτρέπεται το κάπνισμα', 'Επιτρέπονται οι διαμονές μεγάλης διάρκειας', 'Ο οικοδεσπότης σας υποδέχεται']",49,488,59,2
